Probeta 8;Probeta 8;;;;;
Deformación;Fuerza estándar;;area inicial;diametro inicial;;1000000
%;N;;2,82743E-05;0,006;;
0;-4,260035515;21123,42969;;;;
-1,7593E-06;-4,535326481;;MPa ingenieril;MPa real;;% real
3,836271389;3570,060547;;125,7070881;606,8498548;;1,574326901
3,840568734;3578,051758;;125,9851257;608,7494978;;1,575243
3,844942611;3586,050781;;126,2650629;610,6521112;;1,57614405
3,849326797;3594,027832;;126,5476942;612,5628119;;1,577032221
3,853673185;3601,873779;;126,8306018;614,486987;;1,5779354
3,858064555;3609,639648;;127,1127322;616,4111786;;1,57883989
3,862450302;3617,602051;;127,3902259;618,3105233;;1,579735776
3,866801689;3625,641602;;127,6648873;620,2042639;;1,580640119
3,871166819;3633,629639;;127,9464997;622,133496;;1,581542488
3,875561626;3641,60083;;128,2308406;624,0740716;;1,582436984
3,879922695;3649,49585;;128,5133596;626,0100133;;1,583333502
3,884253465;3657,423096;;128,7952829;627,9493387;;1,584235303
3,88863765;3665,441162;;129,0745121;629,8736408;;1,585129379
3,893021524;3673,471191;;129,354881;631,8020259;;1,586016452
3,897342922;3681,535645;;129,6384621;633,7554669;;1,586913666
3,901735854;3689,609619;;129,9224663;635,7134241;;1,587810011
3,906145342;3697,578613;;130,207688;637,6716992;;1,588692797
3,910493917;3705,584229;;130,4932464;639,6434247;;1,589589398
3,914864045;3713,606445;;130,7750919;641,6016082;;1,590488571
3,919259476;3721,695313;;131,0582327;643,5606542;;1,591374531
3,923616798;3729,818115;;131,3419605;645,5278795;;1,592264092
3,927933822;3737,84082;;131,6280457;647,5125112;;1,593158006
3,932312385;3745,832275;;131,9153311;649,50054;;1,594043382
3,936688761;3753,931641;;132,1990762;651,4682991;;1,594919797
3,94102078;3762,114014;;132,4817161;653,4412093;;1,595807922
3,945407777;3770,277832;;132,7681726;655,4351455;;1,596694815
3,949788527;3778,441895;;133,0575648;657,4401928;;1,597571946
3,954135227;3786,601318;;133,3463008;659,4518333;;1,598459424
3,958506918;3794,868896;;133,6350455;661,4652149;;1,599344854
3,962917655;3803,231445;;133,9236261;663,4757537;;1,600222627
3,96727404;3811,551514;;134,2160318;665,5111223;;1,601104671
3,97157076;3819,862549;;134,5117965;667,5709697;;1,601993805
3,975953384;3828,212158;;134,8060587;669,6186359;;1,602871207
3,980356937;3836,533203;;135,1000015;671,6592169;;1,603735838
3,984694578;3844,876953;;135,3953085;673,7207434;;1,604616987
3,989073141;3853,313965;;135,6896052;675,7826667;;1,605501562
3,993461075;3861,727295;;135,984705;677,8422219;;1,606372133
3,99782277;3870,061279;;136,2831033;679,9263702;;1,607250149
4,002203519;3878,311279;;136,580664;682,0102291;;1,608129272
4,006612695;3886,530762;;136,8754184;684,0790825;;1,609002372
4,010960332;3894,786865;;137,1672024;686,1382627;;1,609878519
4,015270173;3903,133301;;137,4579072;688,198503;;1,610759578
4,019659044;3911,368896;;137,7499071;690,2593202;;1,61162758
4,024046041;3919,567383;;138,0451019;692,3334818;;1,612487293
4,028377123;3927,668701;;138,3363765;694,4014433;;1,613362012
4,032761933;3935,794189;;138,6263386;696,4651076;;1,614235593
4,037154865;3943,98584;;138,9128641;698,5062681;;1,615097292
4,041489695;3952,220215;;139,2002445;700,5616916;;1,615968925
4,045861386;3960,434814;;139,4899649;702,6325551;;1,616841412
4,050266188;3968,689209;;139,7811963;704,7054608;;1,617701613
4,054624134;3977,015869;;140,0717283;706,7825252;;1,61856838
4,058941471;3985,34668;;140,3636678;708,8738856;;1,619440952
4,063317223;3993,752441;;140,6581632;710,9741463;;1,620303494
4,067687039;4002,114746;;140,9528053;713,0719924;;1,621157266
4,072029054;4010,545166;;141,2500983;715,1940557;;1,622021846
4,076433232;4018,931396;;141,5458544;717,3100916;;1,622884508
4,080814293;4027,3396;;141,8440195;719,436988;;1,623740945
4,085162244;4035,714844;;142,1406217;721,5673756;;1,624608895
4,089544867;4044,135742;;142,4380011;723,7010317;;1,625471543
4,09395498;4052,474609;;142,7342147;725,8266396;;1,626326935
4,098308553;4060,72168;;143,0320431;727,9680008;;1,62718841
4,102611208;4068,955566;;143,3269702;730,1011335;;1,628054539
4,106996331;4077,233154;;143,6186506;732,2121948;;1,628908828
4,111390825;4085,599609;;143,9098648;734,3160891;;1,62975241
4,115723781;4093,886719;;144,2026246;736,4422747;;1,630611429
4,120089536;4102,072754;;144,4985274;738,5884472;;1,631471544
4,124482781;4110,185059;;144,7916239;740,7139539;;1,632318891
4,128829794;4118,45166;;145,0811457;742,8284561;;1,633171926
4,133201172;4126,719238;;145,3680598;744,9361193;;1,634029599
4,13759223;4134,994629;;145,660431;747,0675584;;1,634877523
4,141941429;4143,284668;;145,9528368;749,2052728;;1,635729475
4,146279071;4151,552734;;146,2455189;751,3498413;;1,636584532
4,150678875;4159,804199;;146,538719;753,4935103;;1,637430718
4,155059312;4168,092773;;146,831142;755,6340333;;1,638273943
4,159386958;4176,446777;;147,1229779;757,7832144;;1,639128526
4,163764271;4184,913574;;147,4161263;759,9388745;;1,639978623
4,168165325;4193,368164;;147,7115887;762,1012443;;1,640817766
4,172526707;4201,688477;;148,0110404;764,2941221;;1,641665823
4,176908082;4210,087402;;148,3100603;766,4909112;;1,642517756
4,181308198;4218,536133;;148,6043312;768,6598719;;1,643361294
4,185667394;4227,036621;;148,9013824;770,8487701;;1,644207983
4,189969112;4235,511719;;149,2001951;773,0521943;;1,645057572
4,194347675;4243,963379;;149,5008384;775,2616231;;1,64589855
4,198732798;4252,407227;;149,8005837;777,4604023;;1,646727746
4,203068878;4260,886719;;150,0995;779,6689889;;1,647571049
4,207456187;4269,40332;;150,39814;781,8797433;;1,648414903
4,211826628;4277,870605;;150,6980407;784,0922856;;1,64924862
4,216173016;4286,40918;;150,9992539;786,3219989;;1,650091481
4,22054783;4294,850586;;151,2987228;788,5427125;;1,650930395
4,224962629;4303,321289;;151,6007131;790,775549;;1,651763994
4,229318076;4311,767578;;151,8992668;792,9973877;;1,652602345
4,233615734;4320,294434;;152,1988566;795,2333381;;1,653447645
4,237991797;4328,831543;;152,497583;797,4583673;;1,654280883
4,242391602;4337,355957;;152,7991588;799,6920817;;1,655102384
4,246732992;4345,842773;;153,1010973;801,9422918;;1,65593818
4,25111093;4354,305176;;153,4025868;804,1964326;;1,656777807
4,255500113;4362,82373;;153,7027465;806,437271;;1,657605596
4,25986212;4371,266113;;154,0020428;808,68181;;1,65843966
4,264248493;4379,710938;;154,303325;810,9411421;;1,659275169
4,268652358;4388,114258;;154,6019132;813,1847471;;1,660104814
4,273003744;4396,598145;;154,9005878;815,4351857;;1,660938399
4,277309523;4405,055176;;155,1977944;817,6832256;;1,66177461
4,281698395;4413,513672;;155,4978506;819,9407481;;1,662600171
4,286082268;4421,89209;;155,7969568;822,1887641;;1,663416408
4,290408039;4430,242188;;156,096115;824,4525997;;1,664247712
4,29479816;4438,637207;;156,3924409;826,7033085;;1,665077379
4,299192966;4447,140137;;156,6877652;828,9422125;;1,665895377
4,303532794;4455,703125;;156,9846782;831,2021855;;1,666724859
4,30789855;4464,276855;;157,2854079;833,485727;;1,667554538
4,312297417;4472,834961;;157,5882616;835,7745135;;1,668373163
4,316662235;4481,342285;;157,8914953;838,072039;;1,669196004
4,320976137;4489,870117;;158,1941764;840,3745145;;1,6700244
4,325354699;4498,499512;;158,4950614;842,6647075;;1,670845707
4,329731076;4507,208984;;158,7966718;844,9533011;;1,671656771
4,334059658;4515,975098;;159,1018742;847,2739133;;1,67247932
4,338454777;4524,668945;;159,4099088;849,6119445;;1,673300782
4,342852707;4533,215332;;159,7199466;851,9557238;;1,67411261
4,347195971;4541,735352;;160,0274286;854,2991904;;1,674936243
4,351573597;4550,376953;;160,3296952;856,6179458;;1,675759725
4,355991832;4559,007324;;160,6310292;858,9255923;;1,676572306
4,360348216;4567,617188;;160,9366633;861,2643983;;1,677390648
4,364651184;4576,18457;;161,2419003;863,6103008;;1,678215903
4,36904599;4584,63916;;161,5464119;865,9450208;;1,679028939
4,373430176;4593,107422;;161,8494211;868,2656884;;1,679831357
4,377765318;4601,548828;;162,148441;870,5824371;;1,680650237
4,382137634;4609,962891;;162,4479445;872,9026871;;1,681466471
4,386529629;4618,4375;;162,7464982;875,2124737;;1,68227292
4,3908857;4626,974609;;163,0440848;877,5257046;;1,683085625
4,395255517;4635,488281;;163,3438128;879,8562872;;1,683901324
4,399653134;4644,005371;;163,6457513;882,1955404;;1,684709694
4,40399921;4652,507324;;163,9468608;884,5352052;;1,685519959
4,408314986;4661,023438;;164,2480912;886,8827207;;1,686334717
4,412708855;4669,589844;;164,5487863;889,2215113;;1,687139274
4,417090541;4678,234863;;164,8499822;891,5606292;;1,687937581
4,421412564;4686,945801;;165,1529569;893,924872;;1,68874968
4,425803934;4695,671875;;165,4587119;896,3048231;;1,689558871
4,430201552;4704,397949;;165,7667983;898,6902029;;1,690356402
4,43455575;4713,057129;;166,07542;901,0926673;;1,691166079
4,438936187;4721,657227;;166,3840418;903,4988818;;1,691976252
4,443342551;4730,406738;;166,6902976;905,8877152;;1,692777778
4,447700185;4739,20166;;166,9944638;908,2722323;;1,693583488
4,452003777;4748,001953;;167,3039145;910,6925167;;1,694393312
4,45637578;4756,749512;;167,6149712;913,1161097;;1,695193535
4,460770274;4765,337891;;167,9262179;915,5343744;;1,695983207
4,465113539;4773,950195;;168,2355995;917,9566506;;1,696784793
4,46950116;4782,71582;;168,5393513;920,3546796;;1,697589856
4,473873163;4791,535156;;168,8439493;922,751353;;1,698384897
4,478212055;4800,362305;;169,1539698;925,1878342;;1,699187417
4,482582808;4809,203613;;169,46589;927,6347875;;1,69998644
4,487005728;4817,939941;;169,7780865;930,0803603;;1,70077878
4,491358988;4826,685547;;170,0907839;932,5368074;;1,701576305
4,495656646;4835,458008;;170,3997683;934,9845045;;1,702382702
4,500037708;4844,330078;;170,7090808;937,4248452;;1,703175764
4,504432827;4853,29248;;171,0193431;939,8635897;;1,70395808
4,508775466;4862,234863;;171,3331284;942,3386669;;1,704754948
4,513153092;4871,03418;;171,6501086;944,8364923;;1,705553736
4,51755071;4879,884277;;171,9663807;947,3241788;;1,70634236
4,521902408;4888,714844;;172,2775928;949,7927435;;1,707136708
4,52627816;4897,574219;;172,590601;952,277393;;1,70793405
4,530685461;4906,436035;;172,9029184;954,7530414;;1,70872244
4,53503591;4915,278809;;173,2162547;957,2412052;;1,709514562
4,53935356;4924,211426;;173,5296773;959,7380634;;1,710311761
4,54374493;4933,127441;;173,8424265;962,2240731;;1,711098054
4,548121306;4942,001953;;174,1583532;964,7246936;;1,711877808
4,55243958;4950,850586;;174,4736927;967,2376494;;1,712670253
4,556834074;4959,736816;;174,7875644;969,7426099;;1,713459367
4,561225445;4968,565918;;175,1005207;972,2350618;;1,714237395
4,565571208;4977,580566;;175,4148068;974,7509758;;1,715028535
4,569944773;4986,612793;;175,7270724;977,2578665;;1,715818488
4,574337705;4995,626465;;176,0459004;979,7959945;;1,716599622
4,578693464;5004,63916;;176,3653501;982,3452597;;1,717385139
4,58301455;5013,586426;;176,6841435;984,8970829;;1,718173513
4,587396237;5022,546875;;177,0029024;987,4449347;;1,718954603
4,591777299;5031,586426;;177,3193472;989,9764953;;1,719728872
4,596112754;5040,716797;;177,6362582;992,5241608;;1,720513389
4,600502562;5049,88916;;177,9559669;995,0901361;;1,721297179
4,604893307;5059;;178,2788878;997,6687575;;1,722072206
4,60924032;5067,894531;;178,6032938;1000,268204;;1,722856337
4,613604514;5076,848633;;178,9255238;1002,858471;;1,723640021
4,618023061;5085,869629;;179,2401035;1005,400816;;1,724415295
4,622383193;5094,904785;;179,5567901;1007,960807;;1,725193029
4,626687411;5103,921387;;179,8758425;1010,546631;;1,725979833
4,631068473;5112,917969;;180,1953958;1013,127565;;1,72675563
4,635474837;5121,766113;;180,5142929;1015,697499;;1,727520887
4,63980748;5130,606445;;180,8324819;1018,280087;;1,728299206
4,644168863;5139,462402;;181,145421;1020,840462;;1,72908141
4,648560858;5148,355469;;181,4580837;1023,388658;;1,72984993
4,652917867;5157,275391;;181,7712991;1025,947907;;1,730622953
4,657297054;5166,130859;;182,085827;1028,522875;;1,731400797
4,66169186;5175,039551;;182,4013047;1031,099594;;1,732171848
4,66604637;5183,997559;;182,7145029;1033,670219;;1,732946226
4,670361521;5193,005859;;183,0295834;1036,257102;;1,733722763
4,674745082;5201,992188;;183,3464081;1038,84925;;1,734491585
4,679128955;5211,051758;;183,6650116;1041,447014;;1,735252876
4,683467221;5220,088867;;183,9828379;1044,055705;;1,736025643
4,687853906;5229,1875;;184,3032547;1046,68195;;1,736797868
4,692248712;5238,338379;;184,622877;1049,29807;;1,737561473
4,696595725;5247,48877;;184,9446753;1051,938294;;1,738333008
4,700973351;5256,543457;;185,2683215;1054,593364;;1,739105374
4,705376904;5265,569824;;185,5919503;1057,242311;;1,739868755
4,709740473;5274,581055;;185,9121944;1059,880466;;1,740636924
4,714051875;5283,563477;;186,2314368;1062,520538;;1,741409047
4,71842419;5292,583008;;186,5501439;1065,152907;;1,742173571
4,722797755;5301,678711;;186,8678321;1067,772486;;1,742928382
4,727139145;5310,674805;;187,1868328;1070,413713;;1,743693276
4,731540199;5319,537109;;187,5085275;1073,07338;;1,744457804
4,73590939;5328,427734;;187,8266992;1075,709641;;1,745216129
4,740255779;5337,413574;;188,1401391;1078,33277;;1,74598429
4,744627157;5346,500488;;188,4545806;1080,958399;;1,746746307
4,749038831;5355,530762;;188,7723897;1083,601801;;1,74750377
4,753396777;5364,545898;;189,0937735;1086,273227;;1,74826501
4,757702244;5373,58252;;189,4131541;1088,943578;;1,749032681
4,76208112;5382,644043;;189,7319994;1091,603474;;1,749790424
4,766469991;5391,697266;;190,0516045;1094,26055;;1,750538479
4,770804196;5400,762695;;190,3720903;1096,939427;;1,751298715
4,775190881;5409,897949;;190,6922826;1099,621325;;1,752060107
4,779583813;5419,028809;;191,0129065;1102,298083;;1,752811446
4,783940509;5428,187012;;191,3360001;1105,001923;;1,753571309
4,788325632;5437,317383;;191,6589381;1107,708896;;1,754331675
4,792723875;5446,436523;;191,9828433;1110,417345;;1,755085199
4,797068701;5455,521484;;192,3057641;1113,128384;;1,755843067
4,80138229;5464,635254;;192,6282878;1115,842481;;1,756602626
4,805780844;5473,757813;;192,9496025;1118,542102;;1,757352393
4,810164093;5482,897461;;193,2719362;1121,244388;;1,758096215
4,814485179;5492,063965;;193,5945807;1123,967708;;1,758854119
4,818864679;5501,177246;;193,9178296;1126,694411;;1,759608814
4,823263546;5510,281738;;194,2420284;1129,417395;;1,760352249
4,827605873;5519,369141;;194,5643448;1132,143594;;1,76110517
4,831987247;5528,44873;;194,8863503;1134,874579;;1,761860851
4,836379867;5537,700195;;195,2077514;1137,593839;;1,76260626
4,840736876;5546,991699;;195,5288762;1140,321913;;1,763357808
4,845052964;5556,237305;;195,8560799;1143,090481;;1,764110719
4,849434026;5565,458008;;196,1846996;1145,863209;;1,764856966
4,85381415;5574,646973;;196,511696;1148,621271;;1,765595656
4,858158352;5583,914551;;196,8378117;1151,389793;;1,766344909
4,862546286;5593,265137;;197,1628048;1154,154417;;1,76709344
4,866924224;5602,546387;;197,4905783;1156,931081;;1,76783528
4,871282795;5611,819336;;197,8212877;1159,736455;;1,768584029
4,875659483;5621,120117;;198,1495447;1162,528364;;1,769330514
4,880082403;5630,375;;198,4775082;1165,317579;;1,770073144
4,884434727;5639,694824;;198,8064561;1168,119039;;1,770818306
4,888716453;5648,992676;;199,1337806;1170,923039;;1,771570776
4,89309814;5658,251465;;199,463402;1173,729369;;1,772310683
4,897507003;5667,529297;;199,7922462;1176,519887;;1,773038054
4,901842458;5676,81543;;200,1197089;1179,325084;;1,773781859
4,906199779;5686,130371;;200,447845;1182,14257;;1,77452972
4,910585839;5695,587402;;200,7762748;1184,949943;;1,775264583
4,914948783;5705,035645;;201,1057235;1187,77058;;1,776002609
4,919329845;5714,476563;;201,4401975;1190,629579;;1,776744953
4,923723714;5723,782227;;201,7743607;1193,48501;;1,777482839
4,928080098;5733,134766;;202,1082649;1196,345484;;1,778223241
4,932396498;5742,627441;;202,4373855;1199,183141;;1,778965257
4,936786307;5752,232422;;202,7681639;1202,025917;;1,7797004
4,941170492;5761,769043;;203,1038986;1204,892857;;1,780428263
4,945500325;5771,30127;;203,4436053;1207,80121;;1,781167961
4,949889821;5780,819336;;203,7808943;1210,697036;;1,781906167
4,954288375;5790,264648;;204,1180278;1213,583801;;1,782634685
4,958642885;5799,790527;;204,4546605;1216,482704;;1,783372702
4,96301645;5809,341309;;204,7887201;1219,371096;;1,784111695
4,967416567;5819,033203;;205,1256292;1222,270371;;1,784842751
4,971789195;5828,597168;;205,463419;1225,181747;;1,785576469
4,976099972;5838,027344;;205,8061996;1228,131325;;1,786314098
4,980467289;5847,389648;;206,1444557;1231,051233;;1,78704658
4,984845852;5856,856445;;206,4779799;1233,93305;;1,787768177
4,989181932;5866,34375;;206,8091037;1236,81508;;1,788498707
4,993573927;5875,844727;;207,1439232;1239,724449;;1,789230583
4,997950928;5885,330566;;207,4794679;1242,632281;;1,78995483
5,002297628;5894,806641;;207,8154962;1245,55754;;1,790687883
5,006668694;5904,293945;;208,1509892;1248,479419;;1,791417899
5,011071935;5913,737793;;208,4861368;1251,395844;;1,792142334
5,015423008;5923,239258;;208,8216815;1254,322657;;1,792870301
5,019737534;5932,829102;;209,1556893;1257,249894;;1,793603091
5,02412172;5942,49707;;209,4917349;1260,181402;;1,794326673
5,028514652;5952,183105;;209,8309062;1263,126982;;1,795043659
5,032853231;5961,818848;;210,1728407;1266,106774;;1,795771696
5,037223047;5971,376953;;210,5154141;1269,095258;;1,796500654
5,04161348;5980,976563;;210,8562088;1272,06456;;1,797220071
5,04597986;5990,569336;;211,1942576;1275,026839;;1,797944146
5,050365608;6000,216309;;211,5337743;1278,005302;;1,798671109
5,054773846;6009,875488;;211,8730493;1280,980189;;1,799393565
5,059110551;6019,447754;;212,2142411;1283,973746;;1,800118701
5,063423515;6029,029785;;212,5558647;1286,977691;;1,800847026
5,067813635;6038,571289;;212,8944144;1289,950792;;1,801563015
5,072198446;6048,068359;;213,2333094;1292,923862;;1,802274577
5,07652859;6057,618652;;213,5707711;1295,907637;;1,802998348
5,080912776;6067,240723;;213,9066612;1298,883696;;1,803720722
5,085298836;6076,850098;;214,2444338;1301,862427;;1,804433577
5,08964991;6086,419922;;214,5847449;1304,871117;;1,805154812
5,094027223;6095,908203;;214,924607;1307,880461;;1,805875835
5,098420155;6105,458008;;215,2630703;1310,876737;;1,806590594
5,102773728;6115,14502;;215,5986496;1313,86404;;1,807309148
5,107091377;6124,82373;;215,9364048;1316,870923;;1,808029747
5,111469315;6134,441895;;216,2790128;1319,901877;;1,808743377
5,115856625;6144,049805;;216,6213272;1322,926239;;1,809450617
5,120200826;6153,677246;;216,9615001;1325,953551;;1,810167221
5,124588136;6163,362305;;217,3013104;1328,983659;;1,810884845
5,128971696;6172,977051;;217,6418115;1332,011595;;1,811594911
5,133309026;6182,562012;;217,9843504;1335,064366;;1,812311511
5,13768915;6192,199707;;218,3244025;1338,104084;;1,813026987
5,142115819;6201,81543;;218,6634011;1341,130212;;1,813734413
5,146474077;6211,376953;;219,0042649;1344,1801;;1,814448311
5,150766112;6220,928223;;219,3443515;1347,238411;;1,815169279
5,155149361;6230,548828;;219,6825212;1350,272922;;1,815878597
5,159542293;6240,195801;;220,0203283;1353,293579;;1,816576645
5,163879934;6249,746094;;220,3605876;1356,35233;;1,817289026
5,16825881;6259,265625;;220,7017795;1359,421945;;1,818002472
5,172644245;6268,95752;;221,039552;1362,461259;;1,818706439
5,17699157;6278,787109;;221,3762365;1365,505921;;1,819416595
5,181357638;6288,55957;;221,7190172;1368,592615;;1,820127311
5,18575713;6298,245117;;222,0666678;1371,703935;;1,820831352
5,190113826;6307,959961;;222,4122979;1374,809956;;1,82153793
5,194430226;6317,722656;;222,754854;1377,907427;;1,822249412
5,198804104;6327,538086;;223,0984464;1381,004777;;1,822953475
5,203183604;6337,370117;;223,4437311;1384,106602;;1,823650538
5,207528117;6347,247559;;223,7908809;1387,235831;;1,824356387
5,211932295;6356,990723;;224,1386179;1390,372999;;1,825062645
5,216334598;6366,593262;;224,4879609;1393,515329;;1,825762768
5,220684735;6376,124023;;224,8325548;1396,644608;;1,826472006
5,225057987;6385,708496;;225,1721752;1399,745583;;1,82718044
5,229465289;6395,370117;;225,5092569;1402,821992;;1,827879987
5,233819799;6405,024414;;225,8482383;1405,91838;;1,828582758
5,238132763;6414,655762;;226,1899482;1409,042431;;1,829290501
5,242516324;6424,208984;;226,5313991;1412,155921;;1,829989275
5,246888951;6433,796387;;226,8720384;1415,257896;;1,830680901
5,251226593;6443,425781;;227,2099145;1418,3616;;1,831383358
5,255614839;6453,143066;;227,5489995;1421,473331;;1,832083572
5,259997463;6462,896973;;227,8895697;1424,589338;;1,832777699
5,264339478;6472,65625;;228,2332483;1427,739295;;1,833479435
5,268708982;6482,534668;;228,5782222;1430,899091;;1,83417978
5,27311847;6492,449707;;228,923386;1434,053805;;1,834873152
5,277475479;6502,319824;;229,2727636;1437,244232;;1,835570429
5,281768138;6512,169922;;229,6234364;1440,45502;;1,836273595
5,286151387;6522,095703;;229,9725204;1443,646857;;1,836967906
5,290555877;6531,958984;;230,3208963;1446,822468;;1,837651492
5,294895393;6541,874512;;230,671949;1450,038792;;1,838349021
5,299263022;6551,826172;;231,0207912;1453,249196;;1,839049442
5,303660015;6561,787598;;231,3714813;1456,459271;;1,83973905
5,308010152;6571,741699;;231,7234492;1459,686955;;1,840432646
5,312400897;6581,558594;;232,0757626;1462,926705;;1,84113042
5,316807262;6591,38623;;232,4278169;1466,157029;;1,841820278
5,321154899;6601,318359;;232,7750185;1469,369236;;1,842516095
5,325464427;6611,198242;;233,1226001;1472,590533;;1,8432139
5,329857672;6621,041992;;233,4738773;1475,824543;;1,843901929
5,334237172;6630,888184;;233,8233067;1479,041009;;1,844583459
5,33857169;6640,658203;;234,1714581;1482,272001;;1,845277751
5,342962435;6650,461426;;234,5196959;1485,503375;;1,845969392
5,347348182;6660,306641;;234,8652396;1488,710159;;1,846653458
5,351679577;6670,152832;;235,2119577;1491,940612;;1,84734592
5,356058452;6679,950684;;235,560161;1495,18236;;1,848037117
5,360462317;6689,713867;;235,9083988;1498,414558;;1,848719278
5,364816202;6699,51123;;236,2549269;1501,650125;;1,849408445
5,369135726;6709,443359;;236,6002289;1504,88684;;1,850101066
5,373514601;6719,334961;;236,9467397;1508,122448;;1,850785355
5,377892852;6729,248535;;237,2980169;1511,383277;;1,851463782
5,382228619;6739,229492;;237,6478607;1514,65211;;1,85215106
5,386628111;6749,228516;;237,9984817;1517,928815;;1,852837769
5,391015108;6759,237305;;238,3514858;1521,213674;;1,85351735
5,395358372;6769,253906;;238,705129;1524,520887;;1,854206447
5,399726627;6779,385742;;239,0591175;1527,830431;;1,854893115
5,404143612;6789,500488;;239,4133823;1531,134379;;1,855572473
5,408498746;6799,53125;;239,7717227;1534,473478;;1,856255275
5,412803276;6809,504883;;240,1294586;1537,823538;;1,85694522
5,417181527;6819,537109;;240,4842243;1541,14285;;1,857625039
5,421582893;6829,594238;;240,8369694;1544,440106;;1,858296504
5,425915537;6839,634277;;241,1917868;1547,771479;;1,858979007
5,430284416;6849,646973;;241,547485;1551,117197;;1,859664644
5,434682658;6859,635742;;241,9025787;1554,445539;;1,860339117
5,439036543;6869,67627;;242,2567054;1557,779517;;1,86101877
5,443408546;6879,749512;;242,6099858;1561,118268;;1,861702525
5,447806164;6889,820801;;242,9650968;1564,461137;;1,862378924
5,452161924;6899,901855;;243,3213649;1567,818962;;1,863057677
5,456483322;6910,000977;;243,6775639;1571,185698;;1,863739943
5,460876566;6920,150879;;244,0341083;1574,547581;;1,864415257
5,465251068;6930,282227;;244,3912916;1577,908298;;1,865084792
5,469578714;6940,411133;;244,750271;1581,30129;;1,865765
5,47396696;6950,585938;;245,1085941;1584,6886;;1,866441846
5,478365203;6960,750977;;245,4668309;1588,066984;;1,867110993
5,482720337;6970,914551;;245,826691;1591,473875;;1,867789052
5,48709359;6981,043945;;246,1862057;1594,884148;;1,868468195
5,491474339;6991,258301;;246,5456686;1598,28662;;1,869140227
5,495844468;7001,47168;;246,9039226;1601,688854;;1,869814601
5,500164617;7011,68457;;247,2651816;1605,115581;;1,870489676
5,50454724;7021,809082;;247,6264059;1608,542619;;1,87116266
5,50892799;7032,020508;;247,9876131;1611,960308;;1,871827502
5,513258759;7042,325684;;248,3456944;1615,376301;;1,872501508
5,51764888;7052,646973;;248,7068497;1618,814975;;1,873174771
5,522024631;7062,954102;;249,0713208;1622,265962;;1,873839908
5,526372894;7073,243164;;249,4363617;1625,738623;;1,87451371
5,530748645;7083,543457;;249,8009018;1629,207634;;1,875184854
5,535168754;7093,873047;;250,1648029;1632,668789;;1,875851336
5,539515142;7104,254395;;250,5291013;1636,142589;;1,876521584
5,543810301;7114,658691;;250,8944358;1639,637477;;1,87719817
5,548189176;7125,106445;;251,2616009;1643,129043;;1,877863025
5,552592416;7135,486328;;251,6295776;1646,616222;;1,878519611
5,556932557;7145,736328;;251,9990913;1650,137722;;1,87918855
5,561302061;7156,03125;;252,3662046;1653,652878;;1,87986076
5,56569593;7166,376465;;252,7287241;1657,125199;;1,880522896
5,570059186;7176,654785;;253,0928325;1660,618524;;1,881189068
5,57444306;7186,900879;;253,4587197;1664,132884;;1,881858508
5,578845051;7196,984863;;253,8222409;1667,627145;;1,882522841
5,583197061;7207,075684;;254,1846223;1671,122326;;1,883189869
5,587512212;7217,196289;;254,5412703;1674,587576;;1,883859206
5,59189671;7227,266602;;254,8981601;1678,044818;;1,884520503
5,596271837;7237,358398;;255,2561033;1681,502697;;1,885175768
5,600605105;7247,437988;;255,6122677;1684,969667;;1,885841124
5,605000849;7257,415039;;255,969192;1688,442372;;1,886504616
5,609395967;7267,455078;;256,3256846;1691,904622;;1,887161327
5,613726112;7277,553223;;256,6785506;1695,362044;;1,887827066
5,618095616;7287,585938;;257,0336443;1698,837132;;1,888492268
5,62249011;7297,748535;;257,3907931;1702,312209;;1,889147203
5,626858364;7307,912109;;257,7456278;1705,785209;;1,889807657
5,631179138;7318,064941;;258,1050562;1709,298182;;1,890471449
5,635556139;7328,299316;;258,4645191;1712,80776;;1,89113084
5,639930016;7338,500488;;258,8236021;1716,30567;;1,891782637
5,64426141;7348,773438;;259,185569;1719,840394;;1,892442483
5,648661527;7359,111328;;259,5463617;1723,369677;;1,893101424
5,653050398;7369,305664;;259,9096929;1726,907943;;1,893753536
5,657397411;7379,557129;;260,275321;1730,482513;;1,89441556
5,661773162;7389,919434;;260,6358719;1734,023591;;1,895075456
5,666191397;7400,275879;;260,9984433;1737,570361;;1,895728629
5,670542783;7410,54834;;261,3649349;1741,153909;;1,89638569
5,674851686;7420,721191;;261,7312192;1744,750402;;1,897048692
5,679224314;7430,916504;;262,0945332;1748,312797;;1,897701233
5,683602564;7441,265625;;262,4543242;1751,843688;;1,898346985
5,687945829;7451,554199;;262,8149096;1755,399734;;1,89900186
5,692318456;7461,789063;;263,1809349;1758,996771;;1,899657148
5,696705453;7472,070801;;263,5448188;1762,573471;;1,900306776
5,701069959;7482,270508;;263,906803;1766,148369;;1,90096037
5,705449459;7492,501953;;264,2704451;1769,741331;;1,901615682
5,709849576;7502,728516;;264,631186;1773,312091;;1,902267209
5,714199712;7512,974609;;264,9930493;1776,897499;;1,902920548
5,718511739;7523,322266;;265,35474;1780,49039;;1,903576533
5,722904984;7533,58252;;265,7171214;1784,07782;;1,904224644
5,727300727;7543,781738;;266,0830949;1787,682397;;1,904866663
5,731623375;7554,058594;;266,4459771;1791,290988;;1,90552035
