Deformacion;Fuerza
2,303338797;1384,774048
2,307689871;1389,495117
2,31200346;1394,291016
2,316398266;1399,152466
2,320775423;1403,921143
2,325109473;1408,752686
2,329500218;1413,59021
2,333894556;1418,365234
2,338248129;1423,130737
2,342627004;1427,914551
2,347022122;1432,778809
2,351389752;1437,617676
2,355699749;1442,420288
2,360079873;1447,177124
2,36446031;1451,946045
2,36878983;1456,716675
2,373175578;1461,525146
2,377561169;1466,338501
2,38190006;1471,216553
2,386271126;1476,126587
2,390681082;1481,027832
2,395029345;1485,864136
2,399339966;1490,737183
2,403720872;1495,694214
2,408120207;1500,684204
2,412467533;1505,668091
2,416835787;1510,61853
2,421225908;1515,564575
2,425591663;1520,43103
2,429975849;1525,327759
2,434380183;1530,258179
2,438717512;1535,25
2,443034537;1540,226074
2,447424814;1545,176025
2,451811811;1550,152344
2,456143673;1555,155151
2,46052411;1560,160645
2,464910014;1565,19873
2,469255465;1570,387817
2,47363434;1575,579224
2,478030552;1580,821899
2,482391153;1586,063232
2,486701619;1591,340698
2,491073465;1596,645386
2,495457963;1601,984253
2,49979826;1607,372314
2,504194941;1612,873291
2,50858022;1618,346802
2,512924109;1623,695801
2,517303296;1629,133545
2,521717782;1634,526855
2,526080882;1639,967529
2,530381351;1645,470703
2,53475273;1651,015625
2,539150972;1656,494629
2,543489707;1661,917847
2,547860929;1667,265015
2,552247457;1672,787109
2,556596345;1678,436035
2,560965224;1683,960938
2,565364403;1689,439209
2,569723443;1694,870361
2,574041249;1700,280151
2,578425434;1705,707153
2,582802591;1711,206299
2,587143981;1716,739136
2,591540193;1722,283569
2,595942653;1727,738525
2,600285449;1733,071167
2,604666042;1738,48291
2,609065222;1744,026489
2,61342145;1749,63562
2,617734882;1755,195923
2,622113757;1760,720825
2,626497006;1766,290894
2,630832461;1771,904541
2,635221957;1777,484253
2,639602394;1783,052856
2,643942222;1788,76001
2,648311101;1794,575928
2,652724338;1800,34375
2,657076661;1806,071289
2,661375256;1811,817627
2,66576194;1817,621338
2,670157996;1823,442749
2,674498762;1829,276733
2,678875763;1835,198975
2,683268382;1841,108154
2,687629452;1846,967407
2,692010202;1852,730713
2,696416253;1858,520874
2,700763891;1864,409058
2,70507623;1870,360352
2,709469475;1876,22998
2,713845851;1882,037598
2,718176933;1887,812744
2,72256393;1893,666382
2,726956549;1899,641846
2,731286069;1905,610596
2,735664944;1911,559326
2,740069747;1917,50293
2,74442738;1923,417358
2,748739407;1929,378784
2,75311797;1935,403442
2,757493722;1941,480957
2,761841359;1947,617554
2,766229606;1953,678467
2,770604108;1959,690796
2,774957056;1965,633179
2,779339367;1971,674683
2,783753541;1977,720947
2,788112424;1983,674072
2,792422889;1989,562622
2,796799265;1995,452393
2,801193447;2001,315674
2,80552734;2007,101563
2,809893095;2012,911987
2,814289776;2018,648804
2,818648659;2024,53064
2,82301254;2030,376831
2,827414843;2036,197144
2,831761232;2042,071167
2,836082942;2047,933716
2,84048056;2053,832031
2,844859123;2059,737549
2,849189892;2065,737793
2,853572828;2071,675049
2,857973257;2077,632568
2,86232683;2083,421631
2,866702581;2089,224121
2,871097388;2095,062256
2,875463456;2100,936279
2,879769547;2106,825195
2,884151234;2112,647217
2,888534795;2118,437256
2,892867751;2124,200195
2,897255685;2130,05127
2,90163331;2135,887695
2,905976575;2141,846924
2,910349515;2147,80249
2,914766812;2153,771973
2,919121635;2159,651367
2,92341773;2165,500488
2,92779723;2171,420166
2,932194848;2177,334961
2,93654436;2183,301758
2,940921361;2189,226074
2,945305546;2195,121338
2,949659119;2200,928955
2,954048928;2206,68457
2,958451543;2212,405518
2,962803867;2218,273193
2,967120267;2224,171631
2,971505077;2230,026367
2,975879579;2235,9021
2,980214722;2241,705078
2,984600157;2247,452881
2,988993401;2253,328369
2,993331668;2259,334717
2,997702733;2265,41626
3,00209629;2271,440918
3,006462358;2277,381348
3,010782819;2283,335938
3,015167629;2289,315186
3,019541819;2295,347412
3,023871964;2301,447021
3,028269581;2307,531982
